riverflow,CSOspills,cso15,cso18
2.4255,0.51465,0,0.51465
2.45525,39.52395,30.3189,9.20505
2.5365,196.91925,117.8571,79.06215
2.67475,314.691,175.9632,138.7278
3.58175,2.81025,0,2.81025
5.70875,26.1399,0,26.1399
7.57625,1.575,0,1.575
0.948,153.2487,81.2403,72.0084
1.198,266.2677,208.9566,57.3111
1.285,0.15,0,0.15
1.39525,48.9429,12.3609,36.582
3.14525,572.973,323.997,248.976
3.2805,431.9355,309.1443,122.7912
6.45975,67.4436,51.4218,16.0218
3.146,50.4309,22.52475,27.90615
3.57175,100.3389,57.76875,42.57015
1.8835,0.77415,0,0.77415
1.9125,487.54935,311.6763,175.87305
1.9495,15.2082,3.2208,11.9874
2.46025,2.25,0,2.25
2.589,0.3,0,0.3
4.72075,111.183,60.41955,50.76345
6.6775,873.63765,557.98545,315.6522
11.5985,347.8287,198.1206,149.7081
20.28725,533.97585,355.9659,178.00995
14.38675,21.9066,13.0908,8.8158
9.71725,47.23995,17.8635,29.37645
8.67925,248.37285,119.5662,128.80665
8.2695,473.3034,282.26265,191.04075
9.101,569.6367,327.7833,241.8534
10.28125,458.36055,309.98355,148.377
10.9175,0.20805,0,0.20805
2.60675,0.8952,0,0.8952
2.66,9.5259,0,9.5259
2.78725,526.65405,303.81285,222.8412
3.03875,890.49825,584.4288,306.06945
4.43975,855.5031,567.9693,287.5338
7.97375,342.0537,199.43865,142.61505
11.73575,15.90495,3.25185,12.6531
11.67675,26.97345,12.36315,14.6103
3.2595,171.0174,91.3131,79.7043
3.476,196.638,144.7197,51.9183
2.91375,0.3,0,0.3
3.417,6.4308,0,6.4308
3.587,15.981,0,15.981
4.25575,431.7828,310.2312,121.5516
5.48525,10.3104,7.1466,3.1638
5.3,1.1229,1.1229,0
7.76075,440.7249,264.8592,175.8657
8.19175,114.7335,102.1815,12.552
3.9,374.0355,238.1289,135.9066
4.09475,544.5405,316.6647,227.8758
4.51925,745.51815,471.5391,273.97905
5.87575,338.37495,190.64385,147.7311
9.76275,3.3381,1.03995,2.29815
12.99975,1.9875,0,1.9875
2.861,141.2931,74.2347,67.0584
2.99875,301.7613,159.50475,142.25655
3.2405,908.4471,568.45845,339.98865
3.89075,465.96255,269.37405,196.5885
6.49525,244.58895,180.89025,63.6987
2.4,0.6,0,0.6
0.702,0.55455,0,0.55455
0.71,0.98895,0,0.98895
1.024,1.2483,0,1.2483
1.57375,2.0607,0,2.0607
2.56975,25.5681,17.8533,7.7148
2.41275,222.6063,158.3694,64.2369
2.861,1.3416,0,1.3416
0.88425,0.3,0,0.3
0.4205,8.7087,5.8686,2.8401
0.844,7.1442,2.932125,4.212075
0.86525,45.53715,35.385375,10.151775
0.60275,11.88225,9.89505,1.9872
0.6495,0.771525,0,0.771525
0.746,6.28965,2.6439,3.64575
0.30575,6.1587,1.3788,4.7799
0.3435,146.48985,78.57675,67.9131
0.40075,30.25545,8.37855,21.8769
0.44575,0.6,0,0.6
0.64,99.5643,39.36585,60.19845
0.692,1080.77595,645.0405,435.73545
0.735,71.16945,25.05345,46.116
0.9985,0.68775,0,0.68775
1.0065,1.08645,0,1.08645
0.6585,34.24125,17.9667,16.27455
0.76825,15.31695,1.3779,13.93905
0.781,0.3138,0,0.3138
0.7565,24.0378,6.2775,17.7603
0.799,766.56825,490.78665,275.7816
0.9665,58.36425,55.56765,2.7966
0.78075,2.0205,0,2.0205
0.76775,37.5843,27.00015,10.58415
0.8535,11.55045,10.6092,0.94125
0.809,0.3,0,0.3
0.53275,3.375,0,3.375
0.387,5.9601,0,5.9601
0.3905,88.9314,77.7846,11.1468
0.39725,0.7272,0,0.7272
0.47,179.18355,97.83675,81.3468
0.5245,21.78675,8.67225,13.1145
0.5535,0.8598,0,0.8598
0.55375,24.0063,20.7318,3.2745
0.73025,408.87885,248.27235,160.6065
0.82425,351.82935,177.4989,174.33045
1.10375,967.87545,583.04205,384.8334
1.962,1015.5285,637.65735,377.87115
6.005,405.7209,272.11425,133.60665
9.05025,23.85465,4.0182,19.83645
0.49825,18.84165,14.77665,4.065
0.54825,75.99465,55.10685,20.8878
0.50625,2.28045,0,2.28045
0.53775,591.60645,394.98,196.62645
0.52225,1.8855,0.15,1.7355
0.56525,0.15,0.15,0
0.46775,630.4851,344.30235,286.18275
0.6265,218.0349,149.71935,68.31555
0.47075,189.6861,134.7603,54.9258
0.682,107.06355,56.8176,50.24595
0.7655,27.03645,18.924,8.11245
0.7175,196.79595,116.0268,80.76915
0.83675,112.59165,85.5774,27.01425
1.06725,58.8957,37.9275,20.9682
0.84225,822.408,486.5781,335.8299
0.832,255.3033,188.7711,66.5322
1.085,7.1886,4.1397,3.0489
0.5725,22.0059,6.1899,15.816
0.6355,706.78935,454.1391,252.65025
0.837,663.6588,438.1284,225.5304
1.0185,42.4863,12.75675,29.72955
1.06675,234.34425,124.79115,109.5531
1.129,0.3987,0,0.3987
1.72575,0.80925,0,0.80925
1.7405,1.19145,0,1.19145
1.685,6.3369,0,6.3369
1.68025,9.2274,1.0782,8.1492
1.6965,83.943,38.82165,45.12135
1.8265,1018.74165,616.4124,402.32925
2.18875,1088.61435,666.6003,422.01405
2.987,944.1969,553.5075,390.6894
4.88725,986.517,612.71325,373.80375
7.24025,1033.6557,619.6671,413.9886
10.652,1124.9463,665.03385,459.91245
15.3875,1162.9341,677.8764,485.0577
20.71525,991.08165,624.72465,366.357
24.3825,294.17505,93.4083,200.76675
23.005,441.0081,258.7473,182.2608
19.68175,924.64275,580.3947,344.24805
16.20575,991.9161,621.6087,370.3074
13.3435,335.35515,182.23485,153.1203
11.52375,74.38755,15.96105,58.4265
10.398,32.72115,2.8755,29.84565
6.9365,0.7221,0,0.7221
5.64275,1.2792,0,1.2792
1.6555,3.291,0,3.291
1.737,53.1963,29.6676,23.5287
2.10525,276.774,199.3722,77.4018
3.172,38.7939,24.6195,14.1744
3.36525,13.66485,0,13.66485
4.0925,384.41475,272.4573,111.95745
9.28525,151.9206,99.1686,52.752
4.0475,219.8796,112.07445,107.80515
4.6925,461.2458,325.38465,135.86115
6.537,172.0242,97.0017,75.0225
4.1765,238.283175,137.873625,100.40955
4.646,285.54855,214.33695,71.2116
2.473,229.90965,158.5101,71.39955
2.46575,4.60605,4.0293,0.57675
1.521,852.3222,502.75125,349.57095
1.963,1015.7781,639.13245,376.64565
2.1675,63.3945,57.2877,6.1068
8.876,41.0925,23.7126,17.3799
7.49775,25.34295,15.1992,10.14375
7.174,381.33885,236.1156,145.22325
1.97225,595.28415,378.95355,216.3306
2.17525,651.39555,391.3008,260.09475
2.36325,896.32665,523.3743,372.95235
3.3465,880.50255,570.71055,309.792
6.979,0.4005,0,0.4005
0.469,0.15795,0,0.15795
0.49575,0.15795,0,0.15795
0.833,17.52,12.4275,5.0925
4.3165,0.5625,0,0.5625
5.93825,2.0049,0,2.0049
1.9,1.63725,0,1.63725
2.36875,111.0399,46.3371,64.7028
3.13,2.10765,0,2.10765
3.763,0.15,0,0.15
3.79225,0.15,0,0.15
4.8525,627.6726,396.0936,231.579
4.635,249.5808,189.6564,59.9244
2.058,181.1733,138.7401,42.4332
2.47525,1.3272,0,1.3272
2.54025,0.15,0,0.15
2.918,0.324,0,0.324
3.20475,6.3969,3.369,3.0279
3.08575,3.369,3.369,0
2.53375,13.164,10.3827,2.7813
2.17825,28.809,4.6563,24.1527
2.3485,7.0743,2.6763,4.398
2.609,3.8733,0,3.8733
4.695,0.3,0,0.3
11.6825,1.0887,0,1.0887
11.562,730.74285,449.6163,281.12655
13.41275,70.63665,31.3206,39.31605
18.28775,327.23475,171.38145,155.8533
21.783,23.80965,1.43115,22.3785
21.4875,0.8886,0,0.8886
5.19025,115.41285,81.52365,33.8892
5.09425,18.34515,16.90635,1.4388
1.5515,5.59095,0,5.59095
1.62875,78.98415,63.4326,15.55155
1.51525,185.0301,142.4682,42.5619
1.83175,0.4845,0,0.4845
2.17025,0.3,0,0.3
2.3465,1.30095,0,1.30095
2.44125,467.12715,266.7516,200.37555
2.82725,933.7503,600.32235,333.42795
4.56875,55.593,20.64705,34.94595
1.35975,0.15,0,0.15
1.6725,45.2346,14.4402,30.7944
2.17,2.0487,0,2.0487
2.1995,0.7962,0,0.7962
0.56875,3.465,0,3.465
0.695,160.20555,113.8788,46.32675
1.015,4.0503,2.2155,1.8348
1.0245,0.3,0,0.3
0.33125,194.58885,108.01875,86.5701
0.3365,213.47925,177.42675,36.0525
0.26175,0.591,0,0.591
0.29825,341.80155,189.22845,152.5731
0.3925,87.36945,75.65205,11.7174
2.55725,109.90365,63.72795,46.1757
2.36075,21.48525,9.43185,12.0534
0.412,87.89985,68.004,19.89585
0.4765,19.57725,14.5503,5.02695
0.61175,27.8043,17.3313,10.473
0.81425,0.5499,0,0.5499
1.3335,2.0256,0,2.0256
0.389,149.73375,85.6695,64.06425
0.4445,108.78675,89.4759,19.31085
0.28825,4.0839,2.2815,1.8024
0.2905,297.2895,174.77505,122.51445
0.4085,848.67045,570.01965,278.6508
1.13375,799.9635,457.1583,342.8052
1.61725,262.56705,199.6749,62.89215
0.43225,125.4417,103.2333,22.2084
2.924,15.1023,9.2478,5.8545
0.5345,229.6008,147.40725,82.19355
0.46975,0.9855,0,0.9855
0.45475,60.89175,41.3082,19.58355
0.467,520.52715,350.4612,170.06595
0.4825,265.7148,146.1195,119.5953
0.49025,201.612,162.4896,39.1224
0.384,141.79695,77.56245,64.2345
0.45225,556.6515,381.60045,175.05105
0.4465,5.84175,5.3256,0.51615
0.36525,4.3203,0,4.3203
0.38625,131.5173,107.9895,23.5278
0.44,2.4324,0,2.4324
0.57425,608.7393,412.9371,195.8022
0.4915,12.26205,0,12.26205
0.47325,921.21795,559.9398,361.27815
0.49925,392.8761,276.0606,116.8155
0.633,4.25775,0,4.25775
1.20725,118.79985,97.494,21.30585
0.83525,206.08515,119.3244,86.76075
0.84775,783.81105,523.3032,260.50785
1.77975,1.269,0,1.269
1.87575,225.9771,116.6532,109.3239
2.0245,21.9633,4.9401,17.0232
3.1325,5.45535,0,5.45535
3.818,2.10525,0,2.10525
2.2065,269.69295,160.55445,109.1385
2.178,294.70575,222.92865,71.7771
2.43525,21.0915,10.71375,10.37775
2.22975,85.7685,70.44105,15.32745
0.62475,235.64325,112.69875,122.9445
0.798,650.75745,437.47095,213.2865
1.58925,8.7375,0,8.7375
1.9105,206.5965,111.585,95.0115
3.1025,303.7503,142.02465,161.72565
2.941,591.3189,388.04445,203.27445
0.41375,125.03055,63.8526,61.17795
0.44125,18.43005,1.8699,16.56015
1.9925,91.64385,50.6229,41.02095
2.08725,38.98785,27.4422,11.54565
0.58625,19.7493,12.123,7.6263
0.76525,4.248,1.2741,2.9739
1.29375,1.3515,0,1.3515
2.36425,404.60415,252.17745,152.4267
2.4965,325.87785,210.04845,115.8294
2.75175,235.9638,188.3355,47.6283
8.372,149.9493,105.6162,44.3331
8.78775,37.3278,23.1018,14.226
1.2265,0.98085,0,0.98085
1.273,34.55355,27.4311,7.12245
1.3115,0.2052,0.2052,0
2.0715,0.6951,0,0.6951
2.20375,493.68255,314.94075,178.7418
2.37325,15.8826,1.11495,14.76765
2.693,89.02935,43.899,45.13035
5.24025,5.62845,0,5.62845
6.7345,237.2466,124.8471,112.3995
7.691,51.26775,18.0336,33.23415
10.13925,17.412,0,17.412
11.3075,4.4181,0,4.4181
5.8355,1.0881,0,1.0881
5.992,8.097,0,8.097
6.562,0.15,0,0.15
7.6045,354.6102,205.75755,148.85265
9.009,303.87,176.10375,127.76625
10.04475,1.557,0,1.557
2.9205,37.1514,9.504,27.6474
5.54575,320.7957,174.7023,146.0934
9.31425,1016.05515,627.5205,388.53465
13.93375,1105.9278,670.6617,435.2661
18.80975,958.59165,610.30365,348.288
22.4655,308.6364,150.5199,158.1165
21.9165,11.1315,0.73995,10.39155
19.52425,0.3,0,0.3
1.26475,0.3513,0,0.3513
1.221,46.0272,19.7175,26.3097
2.02,269.97735,146.11065,123.8667
3.45025,610.92495,419.96865,190.9563
4.033,336.69705,188.3742,148.32285
4.08625,446.72535,271.9656,174.75975
4.65975,452.4528,251.09685,201.35595
8.02875,100.14585,53.82465,46.3212
13.43575,61.09215,19.8537,41.23845
17.2075,25.65,0.5502,25.0998
16.50925,58.0827,4.2885,53.7942
14.98175,31.0479,6.6816,24.3663
13.0265,47.9019,7.6539,40.248
13.6405,106.22895,41.8572,64.37175
14.25225,11.0226,0,11.0226
14.41,17.21055,0,17.21055
7.48875,12.4779,3.9828,8.4951
3.99175,303.19845,183.63225,119.5662
4.48525,49.41675,45.72525,3.6915
8.5955,163.4967,88.93545,74.56125
9.745,140.7045,98.84775,41.85675
5.22475,332.8455,220.665,112.1805
5.60175,0.15,0,0.15
6.171,57.0156,34.0323,22.9833
8.05825,0.87285,0,0.87285
7.92025,184.70955,111.9186,72.79095
3.20375,7.6941,1.44645,6.24765
3.4975,28.9161,15.80415,13.11195
3.38175,14.6901,5.7999,8.8902
2.1145,0.237,0,0.237
2.25375,0.9585,0,0.9585
2.5865,3.1407,0,3.1407
0.68275,117.7152,75.45645,42.25875
0.675,86.2461,83.95245,2.29365
5.27525,92.5968,50.2473,42.3495
6.00975,1.4127,0,1.4127
7.6935,1.2243,0,1.2243
13.55975,0.31065,0,0.31065
16.72475,0.94935,0,0.94935
3.345,31.36275,3.42015,27.9426
3.45825,427.42905,241.61565,185.8134
3.35675,349.26885,187.713,161.55585
3.532,104.33325,34.5258,69.80745
3.5845,8.7507,1.0209,7.7298
2.423,0.582,0,0.582
2.31525,2.1132,0,2.1132
0.49175,197.46315,112.0968,85.36635
0.59875,297.60105,176.6787,120.92235
0.7155,598.51305,385.6392,212.87385
0.90625,20.90865,0,20.90865
1.026,7.9716,6.1674,1.8042
1.006,1.5207,0,1.5207
7.91075,11.5185,2.48505,9.03345
9.03975,50.2662,6.94185,43.32435
9.72875,4.242,0,4.242
9.244,4.4727,0,4.4727
7.771,1.419,0,1.419
9.07475,7.3866,0,7.3866
9.77375,2.6238,0,2.6238
11.17225,2.39745,0,2.39745
13.02675,22.59615,0.9531,21.64305
18.64625,3.55965,0,3.55965
18.33575,305.50365,157.31805,148.1856
18.79075,455.00685,259.92435,195.0825
17.46675,202.9917,99.0807,103.911
13.38925,0.56775,0,0.56775
4.422,2.5959,0,2.5959
4.579,191.45085,89.72205,101.7288
4.692,574.3005,340.6026,233.6979
4.3925,711.3831,446.106,265.2771
4.55525,509.34915,305.12655,204.2226
4.787,143.7282,66.942,76.7862
0.35175,0.3,0,0.3
0.2855,0.96435,0,0.96435
0.38175,24.80685,4.6734,20.13345
0.26325,4.1739,0,4.1739
0.256,34.7568,12.4362,22.3206
0.429,830.3064,569.83575,260.47065
0.35775,59.2173,57.90435,1.31295
0.2745,24.59055,19.35285,5.2377
0.36775,245.21325,150.91095,94.3023
0.2665,14.3013,10.7154,3.5859
0.2955,12.0402,11.8902,0.15
0.3555,29.56245,10.4286,19.13385
0.40025,71.48535,38.934,32.55135
0.51175,2.4318,0,2.4318
0.47075,1.2879,0.7929,0.495
0.56625,477.786,300.91605,176.86995
0.62675,21.9183,21.62745,0.29085
0.3425,257.36955,154.82835,102.5412
0.3435,66.19065,62.94915,3.2415
0.33725,295.9098,175.90125,120.00855
0.4525,484.27935,278.5113,205.76805
0.599,384.36195,259.60605,124.7559
0.61725,6.213,0.2634,5.9496
0.759,0.7518,0.2634,0.4884
0.678,644.62785,400.10475,244.5231
0.84525,722.0607,489.60465,232.45605
1.02725,19.53795,12.0726,7.46535
1.32925,293.6181,180.3273,113.2908
1.335,25.1982,10.1607,15.0375
1.702,5.2629,0,5.2629
0.9425,71.5713,48.8805,22.6908
0.46125,779.2557,440.66595,338.58975
0.52175,855.231,543.70785,311.52315
1.1725,57.7722,40.8249,16.9473
1.3345,4.27275,0,4.27275
1.79275,411.21195,270.5139,140.69805
4.13825,0.48,0,0.48
3.99775,71.895,44.8479,27.0471
0.276,1.50885,0,1.50885
0.40575,12.46605,10.6662,1.79985
0.471,64.7694,44.5824,20.187
0.5485,12.3138,11.5686,0.7452
0.3875,221.472,166.7601,54.7119
0.4025,5.51235,0,5.51235
0.4445,106.38435,73.4406,32.94375
0.41225,1.1796,0,1.1796
0.5,130.8192,88.7604,42.0588
0.5825,39.17775,5.11455,34.0632
0.70075,594.49605,395.46645,199.0296
0.723,738.7002,426.18555,312.51465
0.9245,667.6143,441.28305,226.33125
8.063,50.0088,26.34645,23.66235
7.89025,28.3863,9.53565,18.85065
7.3605,101.6397,33.8331,67.8066
7.88625,319.8501,208.4631,111.387
4.54425,0.3,0,0.3
4.243,100.3587,54.8091,45.5496
4.15175,5.3823,0,5.3823
0.587,0.7404,0,0.7404
0.651,10.05435,0,10.05435
0.7515,192.34365,100.9083,91.43535
0.44025,0.20565,0,0.20565
0.47225,0.50565,0,0.50565
0.47725,230.84055,136.3719,94.46865
0.4855,17.32155,13.8303,3.49125
1.31375,74.60415,39.9258,34.67835
1.42425,306.1608,181.6575,124.5033
1.5845,77.2884,21.3192,55.9692
2.05325,11.418,0,11.418
3.917,12.0588,0,12.0588
6.91525,47.2134,4.6029,42.6105
8.52575,36.8391,5.0901,31.749
9.6405,0.52755,0,0.52755
1.63575,172.9203,108.82785,64.09245
1.5245,87.2487,76.83345,10.41525
1.2375,0.79995,0,0.79995
1.40125,313.90575,200.2977,113.60805
4.166,2.3463,0,2.3463
4.2,11.9526,6.5259,5.4267
4.997,0.3,0,0.3
1.985,192.6192,131.90565,60.71355
2.06725,40.2309,31.27485,8.95605
2.405,9.4614,2.8014,6.66
2.4325,73.84275,33.20415,40.6386
2.58075,249.5106,122.71395,126.79665
2.816,25.98315,4.9674,21.01575
4.57725,5.5302,0,5.5302
4.80525,126.3297,90.0561,36.2736
4.06425,11.1132,0.3,10.8132
4.51125,3.6015,0,3.6015
2.85775,55.5837,30.8349,24.7488
5.059,122.0673,49.46985,72.59745
5.938,72.46245,47.88555,24.5769
6.3145,8.16345,0,8.16345
1.91225,0.9132,0,0.9132
1.927,4.4043,0,4.4043
1.906,6.2892,0,6.2892
1.92,0.6357,0,0.6357
1.9535,1.3272,0,1.3272
1.97575,10.2465,0,10.2465
2.00875,125.2026,22.2768,102.9258
2.09375,258.5478,116.38335,142.16445
2.127,246.44745,100.46175,145.9857
2.22325,363.804,183.5703,180.2337
2.31,327.88725,158.38425,169.503
2.47575,357.7677,169.5414,188.2263
2.67425,608.68575,356.7198,251.96595
2.95475,708.51795,438.585,269.93295
3.27475,784.7055,495.41925,289.28625
3.70125,974.8362,607.78845,367.04775
4.047,1093.107,654.93015,438.17685
4.546,1146.4686,674.56275,471.90585
5.27525,1165.05135,676.88895,488.1624
6.03975,1166.991,678.258,488.733
6.88225,1140.7548,675.42825,465.32655
8.13125,1116.57495,671.49225,445.0827
9.52075,964.93485,608.61075,356.3241
11.0255,388.2063,142.03845,246.16785
12.1345,176.199,0,176.199
13.1845,16.93785,0,16.93785
1.3005,1.5345,0,1.5345
1.2895,0.5859,0,0.5859
1.33125,37.5315,14.2128,23.3187
1.38125,101.6613,47.1555,54.5058
1.474,121.68915,42.9378,78.75135
1.579,327.38475,179.7717,147.61305
1.694,0.2892,0,0.2892
7.2395,34.995,24.5196,10.4754
3.492,356.7618,207.55215,149.20965
3.6875,253.8282,200.99595,52.83225
4.15225,0.8463,0,0.8463
2.6885,97.12485,54.051,43.07385
2.87275,358.69545,207.27825,151.4172
4.6855,4.1739,0.73845,3.43545
9.75825,343.0611,215.265,127.7961
14.425,24.042,12.0699,11.9721
15.07425,24.1152,16.6116,7.5036
3.7935,5.6082,0,5.6082
3.94725,179.589,70.7553,108.8337
4.3635,700.8906,425.3487,275.5419
5.56525,619.1874,385.28085,233.90655
9.34675,554.76975,348.60285,206.1669
12.99025,1.18575,0,1.18575
18.3235,140.62635,67.77975,72.8466
19.40075,635.05905,403.58295,231.4761
20.49675,2.2248,0,2.2248
17.074,22.9734,6.6573,16.3161
14.23575,610.09725,360.2766,249.82065
12.77525,332.46945,223.512,108.95745
1.9165,18.05805,5.81415,12.2439
1.954,247.32285,170.65695,76.6659
1.563,1.4349,0,1.4349
1.4935,214.0791,109.31205,104.76705
1.5415,711.19515,476.07825,235.1169
1.587,26.84535,7.0248,19.82055
2.085,23.18685,5.9856,17.20125
2.12225,300.61905,159.7242,140.89485
2.32925,8.6103,0,8.6103
2.6365,2.0106,0,2.0106
3.23075,89.9625,25.5069,64.4556
13.37725,1.49565,0,1.49565
12.2375,50.48565,36.2613,14.22435
10.165,5.8986,0,5.8986
0.8575,0.15,0,0.15
0.89275,0.5217,0,0.5217
1.00325,40.6821,28.6185,12.0636
0.44725,31.9173,10.76985,21.14745
0.71125,419.3127,297.80085,121.51185
0.719,0.5967,0,0.5967
0.4635,2.01,1.5015,0.5085
0.5065,0.3,0,0.3
0.676,10.9371,0,10.9371
0.873,2.5776,0,2.5776
0.77575,80.2362,44.9346,35.3016
0.45275,25.4559,20.2623,5.1936
0.47475,6.3552,6.3552,0
0.46125,17.1474,13.7175,3.4299
0.4695,7.2423,0,7.2423
0.46875,106.2438,87.3051,18.9387
0.443,82.0584,67.0206,15.0378
0.564,38.5599,22.1973,16.3626
0.55975,0.9309,0,0.9309
0.634,686.79195,412.6161,274.17585
0.791,442.5477,309.525,133.0227
0.82775,220.13295,107.2947,112.83825
1.175,135.4365,67.251,68.1855
0.9285,948.597,582.9384,365.6586
1.281,499.9638,342.4056,157.5582
1.63825,321.0876,183.62025,137.46735
2.278,486.93,269.14245,217.78755
3.07775,195.4791,151.7055,43.7736
5.195,346.7118,201.7878,144.924
7.648,518.45745,323.8341,194.62335
7.62525,181.07805,142.9182,38.15985
7.189,1.0635,0,1.0635
0.53625,0.16635,0,0.16635
0.522,78.35145,47.13,31.22145
0.78675,782.39715,410.8152,371.58195
3.87775,739.6731,415.48215,324.19095
4.834,397.28265,239.85165,157.431
3.288,841.93815,487.69305,354.2451
2.8855,98.48415,60.31275,38.1714
0.8065,18.88545,14.79105,4.0944
0.795,8.5323,7.1982,1.3341
0.936,7.866,3.50895,4.35705
1.21725,231.1377,114.1662,116.9715
1.26375,225.86325,181.2723,44.59095
2.364,58.7112,30.1761,28.5351
0.83575,42.3225,33.6021,8.7204
0.90175,21.00405,5.28945,15.7146
1.13325,195.42255,154.12395,41.2986
0.5855,2.0178,0,2.0178
0.8685,199.51665,107.8326,91.68405
0.885,16.03035,14.7156,1.31475
1.005,0.7074,0,0.7074
1.129,291.7953,188.7741,103.0212
1.2745,50.12715,16.05225,34.0749
2.8985,337.31415,248.33205,88.9821
19.8045,270.2805,160.4922,109.7883
14.485,141.28005,100.8666,40.41345
12.27125,543.74145,332.75655,210.9849
10.46025,86.088,51.90045,34.18755
11.75925,362.12055,214.59915,147.5214
10.86225,197.59305,155.96925,41.6238
7.0955,42.2892,31.161,11.1282
4.5615,1.2684,0,1.2684
0.94175,179.83215,96.1473,83.68485
1.04625,181.10805,147.627,33.48105
0.924,17.3124,12.2493,5.0631
0.98375,3.3279,3.3279,0
0.62625,0.831,0,0.831
0.7655,2.1195,0,2.1195
0.7755,118.69905,58.5498,60.14925
0.99925,234.22605,141.5208,92.70525
0.7645,1.4091,0,1.4091
4.27875,107.1366,52.87545,54.26115
5.64475,181.0077,86.23635,94.77135
6.87275,0.4236,0,0.4236
8.77025,0.15,0,0.15
1.5135,2.85255,0,2.85255
1.5755,149.84775,84.0456,65.80215
2.732,109.5153,45.6708,63.8445
2.86775,755.586,477.4026,278.1834
3.48025,1035.1383,632.2287,402.9096
6.2345,1160.00235,676.2657,483.73665
10.60625,859.41885,527.9331,331.48575
15.06375,74.09565,0,74.09565
19.566,4.9722,0,4.9722
21.0875,246.40155,119.28225,127.1193
19.4295,384.20175,234.38895,149.8128
17.2295,594.2652,336.01455,258.25065
16.70675,1000.4643,617.8221,382.6422
16.55175,335.89575,192.2799,143.61585
16.08825,348.633,188.2143,160.4187
14.81475,21.5034,0.16545,21.33795
14.0785,562.6668,338.5737,224.0931
13.90575,647.1543,394.2288,252.9255
15.48525,379.57485,201.5532,178.02165
17.3805,978.54435,596.8083,381.73605
20.21825,605.84415,397.3635,208.48065
22.798,1.97565,0,1.97565
2.4665,197.664,148.0173,49.6467
2.19975,473.24355,253.3755,219.86805
2.27625,755.55345,486.6252,268.92825
0.78025,3.46425,0,3.46425
0.7595,70.27215,58.5015,11.77065
0.581,1.20285,0,1.20285
0.62,299.56725,196.8954,102.67185
0.5975,3.6396,3.4896,0.15
0.76225,8.67195,6.8355,1.83645
0.567,51.9036,43.4673,8.4363
0.821,38.7522,31.0752,7.677
0.8545,10.0404,10.0404,0
1.69475,24.33825,18.83805,5.5002
1.9525,2.1693,1.38855,0.78075
2.03025,27.17535,22.1532,5.02215
1.827,1.8444,0,1.8444
1.901,24.9222,21.8676,3.0546
1.5315,7.41735,0.18885,7.2285
1.68325,596.3865,352.40925,243.97725
1.99625,237.88605,178.1628,59.72325
1.2885,0.6936,0,0.6936
1.5645,0.6051,0,0.6051
1.65475,11.8725,2.58765,9.28485
1.7745,288.12105,188.35695,99.7641
1.874,1.30515,0,1.30515
1.92225,3.5409,0,3.5409
1.93075,367.28115,206.0364,161.24475
2.5,1083.0327,643.60335,439.42935
4.75525,1150.6989,676.10115,474.59775
12.61125,878.21865,537.2208,340.99785
25.24825,43.4655,0,43.4655
32.33625,6.8631,0,6.8631
1.05875,24.749625,19.248975,5.50065
1.10725,9.164775,9.164775,0
1.6565,159.5859,107.4345,52.1514
1.6735,8.2416,7.9806,0.261
1.4175,24.81165,0,24.81165
1.69125,752.17065,485.8602,266.31045
4.71975,295.158,177.2751,117.8829
6.048,476.7246,316.5936,160.131
7.5565,17.9808,1.4916,16.4892
6.18625,17.3112,12.2067,5.1045
3.473,0.3,0,0.3
5.974,0.8841,0,0.8841
7.191,691.2525,441.13335,250.11915
8.72475,104.1672,85.54035,18.62685
3.92175,5.01435,3.27165,1.7427
1.90175,1.40745,0,1.40745
1.98975,34.40895,26.2623,8.14665
2.2725,251.9844,155.82075,96.16365
2.33825,265.41165,154.75095,110.6607
4.15925,25.4673,1.44,24.0273
11.75675,13.23405,0,13.23405
5.602,0.6648,0,0.6648
5.302,2.6097,0.3,2.3097
3.29175,0.15,0,0.15
3.64525,11.57205,2.92635,8.6457
4.20525,61.51845,33.9429,27.57555
5.37625,88.3914,49.97385,38.41755
7.21025,0.6,0,0.6
7.13525,229.36935,124.4352,104.93415
8.25325,108.53265,65.3709,43.16175
3.86675,4.3182,0,4.3182
4.804,30.2712,22.8885,7.3827
2.44125,0.2076,0,0.2076
2.54425,470.9742,296.3535,174.6207
2.61125,45.1089,19.5942,25.5147
2.51775,0.3,0,0.3
9.4905,9.4623,0,9.4623
11.2425,7.1613,0,7.1613
0.839,0.7053,0,0.7053
0.8755,0.4053,0,0.4053
1.1695,296.0475,142.224,153.8235
1.162,555.5379,383.9328,171.6051
1.15425,98.8623,46.3695,52.4928
1.3435,366.1446,216.8463,149.2983
1.276,3.4062,0,3.4062
1.51825,8.5908,0,8.5908
9.84725,503.8161,302.7993,201.0168
9.1435,495.00675,332.3511,162.65565
8.31825,123.486,64.27065,59.21535
7.9055,117.46725,52.31385,65.1534
8.0185,4.0971,0,4.0971
8.5625,407.24055,206.9634,200.27715
9.397,801.13005,526.2924,274.83765
11.1875,13.7388,0,13.7388
13.133,4.2921,0,4.2921
9.01475,2.0856,0,2.0856
8.2815,0.15,0,0.15
6.97875,1.1955,0,1.1955
2.84775,894.97425,464.8497,430.12455
5.4245,783.95025,455.25105,328.6992
9.17825,862.34475,517.66095,344.6838
18.007,12.68745,0,12.68745
25.109,20.1534,5.4,14.7534
3.3605,6.7881,0,6.7881
3.31925,127.2087,106.8591,20.3496
